FeedbackID,CustomerID,ProjectID,FeedbackDate,Rating,Comments
FDBK0267,CUST0394,PROJ004,2018-03-19,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0268,CUST0395,PROJ003,2016-10-09,5,Excellent construction quality and timely delivery. Very happy!
FDBK0269,CUST0398,PROJ003,2016-05-26,5,Excellent construction quality and timely delivery. Very happy!
FDBK0270,CUST0399,PROJ004,2017-08-28,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0271,CUST0402,PROJ004,2017-12-14,5,Excellent construction quality and timely delivery. Very happy!
FDBK0272,CUST0403,PROJ003,2016-04-09,2,Significant delay in handover. The final product feels rushed.
FDBK0273,CUST0404,PROJ003,2016-04-16,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0274,CUST0405,PROJ004,2017-06-21,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0275,CUST0407,PROJ003,2016-07-20,2,Significant delay in handover. The final product feels rushed.
FDBK0276,CUST0408,PROJ003,2016-10-08,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0277,CUST0409,PROJ003,2016-06-27,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0278,CUST0410,PROJ004,2017-10-02,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0279,CUST0411,PROJ004,2017-06-02,2,Significant delay in handover. The final product feels rushed.
FDBK0280,CUST0412,PROJ003,2016-05-03,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0281,CUST0415,PROJ003,2016-05-15,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0282,CUST0416,PROJ003,2016-10-07,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0283,CUST0417,PROJ004,2018-03-14,2,Significant delay in handover. The final product feels rushed.
FDBK0284,CUST0418,PROJ003,2016-06-15,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0285,CUST0419,PROJ004,2017-09-02,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0286,CUST0421,PROJ003,2016-02-22,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0287,CUST0422,PROJ003,2016-07-06,2,Significant delay in handover. The final product feels rushed.
FDBK0288,CUST0423,PROJ004,2018-01-01,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0289,CUST0424,PROJ003,2016-07-14,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0290,CUST0425,PROJ003,2016-03-23,2,Significant delay in handover. The final product feels rushed.
FDBK0291,CUST0427,PROJ004,2017-10-19,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0292,CUST0428,PROJ003,2016-07-08,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0293,CUST0429,PROJ004,2017-09-22,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0294,CUST0431,PROJ004,2017-11-13,2,Significant delay in handover. The final product feels rushed.
FDBK0295,CUST0432,PROJ003,2016-02-06,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0296,CUST0435,PROJ004,2017-11-04,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0297,CUST0436,PROJ004,2017-08-17,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0298,CUST0438,PROJ004,2018-03-20,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0299,CUST0439,PROJ004,2017-06-12,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0300,CUST0440,PROJ004,2017-12-10,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0301,CUST0441,PROJ003,2016-08-12,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0302,CUST0443,PROJ004,2017-10-15,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0303,CUST0444,PROJ004,2017-11-10,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0304,CUST0445,PROJ004,2018-01-30,2,Significant delay in handover. The final product feels rushed.
FDBK0305,CUST0447,PROJ004,2017-12-21,2,Significant delay in handover. The final product feels rushed.
FDBK0306,CUST0449,PROJ003,2016-10-13,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0307,CUST0451,PROJ003,2016-05-05,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0308,CUST0452,PROJ004,2018-01-16,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0309,CUST0453,PROJ004,2017-12-18,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0310,CUST0454,PROJ004,2018-03-30,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0311,CUST0455,PROJ003,2016-02-18,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0312,CUST0456,PROJ003,2016-06-04,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0313,CUST0457,PROJ003,2016-11-13,5,Excellent construction quality and timely delivery. Very happy!
FDBK0314,CUST0458,PROJ003,2016-01-19,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0315,CUST0460,PROJ004,2017-11-03,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0316,CUST0462,PROJ004,2017-08-10,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0317,CUST0463,PROJ004,2017-06-30,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0318,CUST0464,PROJ004,2018-03-13,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0319,CUST0465,PROJ003,2016-01-31,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0320,CUST0466,PROJ003,2016-10-10,5,Excellent construction quality and timely delivery. Very happy!
FDBK0321,CUST0468,PROJ004,2017-05-30,5,Excellent construction quality and timely delivery. Very happy!
FDBK0322,CUST0470,PROJ004,2017-12-12,2,Significant delay in handover. The final product feels rushed.
FDBK0323,CUST0471,PROJ004,2017-11-14,2,Significant delay in handover. The final product feels rushed.
FDBK0324,CUST0472,PROJ004,2017-12-19,2,Significant delay in handover. The final product feels rushed.
FDBK0325,CUST0475,PROJ003,2016-06-06,5,Excellent construction quality and timely delivery. Very happy!
FDBK0326,CUST0476,PROJ003,2016-07-07,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0327,CUST0478,PROJ004,2018-04-03,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0328,CUST0480,PROJ004,2018-01-11,2,Significant delay in handover. The final product feels rushed.
FDBK0329,CUST0481,PROJ003,2016-01-28,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0330,CUST0482,PROJ004,2018-03-02,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0331,CUST0483,PROJ003,2016-06-20,2,Significant delay in handover. The final product feels rushed.
FDBK0332,CUST0484,PROJ004,2018-04-12,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0333,CUST0486,PROJ003,2015-12-26,5,Excellent construction quality and timely delivery. Very happy!
FDBK0334,CUST0487,PROJ004,2017-11-05,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0335,CUST0488,PROJ003,2016-03-14,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0336,CUST0489,PROJ004,2018-02-22,2,Significant delay in handover. The final product feels rushed.
FDBK0337,CUST0490,PROJ004,2017-06-23,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0338,CUST0491,PROJ003,2016-05-10,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0339,CUST0492,PROJ004,2017-07-26,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0340,CUST0493,PROJ004,2017-12-14,2,Significant delay in handover. The final product feels rushed.
FDBK0341,CUST0494,PROJ003,2016-03-06,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0342,CUST0495,PROJ003,2016-11-17,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0343,CUST0496,PROJ004,2017-11-16,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0344,CUST0497,PROJ004,2018-04-05,2,Significant delay in handover. The final product feels rushed.
FDBK0345,CUST0498,PROJ004,2017-10-28,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0346,CUST0499,PROJ004,2018-03-26,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0347,CUST0500,PROJ004,2017-08-29,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0348,CUST0501,PROJ003,2016-06-26,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0349,CUST0503,PROJ005,2019-03-09,5,Excellent construction quality and timely delivery. Very happy!
FDBK0350,CUST0504,PROJ004,2017-07-25,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0351,CUST0505,PROJ004,2017-07-16,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0352,CUST0506,PROJ003,2016-01-27,2,Significant delay in handover. The final product feels rushed.
FDBK0353,CUST0507,PROJ005,2019-11-10,5,Excellent construction quality and timely delivery. Very happy!
FDBK0354,CUST0508,PROJ003,2016-04-01,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0355,CUST0509,PROJ003,2015-12-29,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0356,CUST0510,PROJ005,2019-07-14,5,Excellent construction quality and timely delivery. Very happy!
FDBK0357,CUST0511,PROJ005,2019-12-08,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0358,CUST0513,PROJ004,2017-10-10,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0359,CUST0515,PROJ005,2019-04-05,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0360,CUST0518,PROJ004,2017-12-18,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0361,CUST0519,PROJ004,2017-10-08,2,Significant delay in handover. The final product feels rushed.
FDBK0362,CUST0522,PROJ004,2018-04-17,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0363,CUST0524,PROJ005,2019-12-05,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0364,CUST0525,PROJ004,2018-02-10,2,Significant delay in handover. The final product feels rushed.
FDBK0365,CUST0526,PROJ004,2018-04-10,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0366,CUST0527,PROJ005,2019-02-28,5,Excellent construction quality and timely delivery. Very happy!
FDBK0367,CUST0528,PROJ005,2019-05-06,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0368,CUST0529,PROJ004,2018-02-26,2,Significant delay in handover. The final product feels rushed.
FDBK0369,CUST0530,PROJ005,2019-09-07,5,Excellent construction quality and timely delivery. Very happy!
FDBK0370,CUST0531,PROJ004,2017-08-20,2,Significant delay in handover. The final product feels rushed.
FDBK0371,CUST0532,PROJ005,2019-10-26,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0372,CUST0533,PROJ005,2019-04-23,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0373,CUST0534,PROJ005,2019-10-01,5,Excellent construction quality and timely delivery. Very happy!
FDBK0374,CUST0536,PROJ005,2019-06-13,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0375,CUST0538,PROJ005,2019-08-08,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0376,CUST0540,PROJ005,2019-03-09,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0377,CUST0541,PROJ005,2019-05-24,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0378,CUST0542,PROJ004,2017-10-29,5,Excellent construction quality and timely delivery. Very happy!
FDBK0379,CUST0543,PROJ005,2019-04-01,2,Significant delay in handover. The final product feels rushed.
FDBK0380,CUST0544,PROJ004,2017-06-18,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0381,CUST0545,PROJ004,2017-12-26,5,Excellent construction quality and timely delivery. Very happy!
FDBK0382,CUST0546,PROJ004,2017-09-23,2,Significant delay in handover. The final product feels rushed.
FDBK0383,CUST0547,PROJ004,2017-09-02,5,Excellent construction quality and timely delivery. Very happy!
FDBK0384,CUST0548,PROJ004,2018-02-20,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0385,CUST0549,PROJ004,2017-09-28,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0386,CUST0550,PROJ005,2019-05-07,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0387,CUST0554,PROJ004,2017-12-26,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0388,CUST0555,PROJ005,2019-03-12,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0389,CUST0558,PROJ004,2018-02-12,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0390,CUST0559,PROJ004,2018-03-10,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0391,CUST0561,PROJ004,2017-11-04,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0392,CUST0562,PROJ005,2019-03-11,5,Excellent construction quality and timely delivery. Very happy!
FDBK0393,CUST0563,PROJ004,2018-01-22,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0394,CUST0566,PROJ005,2019-05-31,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0395,CUST0567,PROJ004,2017-10-11,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0396,CUST0568,PROJ005,2019-08-07,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0397,CUST0569,PROJ005,2019-03-20,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0398,CUST0570,PROJ005,2019-04-14,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0399,CUST0571,PROJ005,2019-11-12,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0400,CUST0572,PROJ004,2017-07-20,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0401,CUST0573,PROJ004,2017-08-26,5,Excellent construction quality and timely delivery. Very happy!
FDBK0402,CUST0574,PROJ004,2018-02-26,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0403,CUST0577,PROJ004,2017-11-24,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0404,CUST0579,PROJ005,2019-09-13,5,Excellent construction quality and timely delivery. Very happy!
FDBK0405,CUST0583,PROJ005,2019-01-30,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0406,CUST0584,PROJ005,2019-04-28,5,Excellent construction quality and timely delivery. Very happy!
FDBK0407,CUST0588,PROJ005,2019-03-27,2,Significant delay in handover. The final product feels rushed.
FDBK0408,CUST0589,PROJ004,2017-11-05,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0409,CUST0590,PROJ004,2017-10-06,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0410,CUST0591,PROJ005,2019-09-21,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0411,CUST0592,PROJ005,2019-06-05,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0412,CUST0594,PROJ004,2017-08-03,2,Significant delay in handover. The final product feels rushed.
FDBK0413,CUST0595,PROJ005,2019-01-22,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0414,CUST0596,PROJ005,2019-01-24,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0415,CUST0598,PROJ005,2019-03-06,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0416,CUST0599,PROJ004,2017-10-13,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0417,CUST0600,PROJ005,2019-07-06,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0418,CUST0601,PROJ005,2019-11-20,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0419,CUST0605,PROJ004,2017-12-16,2,Significant delay in handover. The final product feels rushed.
FDBK0420,CUST0606,PROJ005,2019-06-26,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0421,CUST0607,PROJ005,2019-05-04,2,Significant delay in handover. The final product feels rushed.
FDBK0422,CUST0609,PROJ005,2019-05-15,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0423,CUST0610,PROJ004,2017-09-12,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0424,CUST0611,PROJ004,2017-06-24,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0425,CUST0612,PROJ004,2017-12-26,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0426,CUST0613,PROJ005,2019-03-08,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0427,CUST0619,PROJ004,2017-07-08,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0428,CUST0621,PROJ005,2019-04-30,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0429,CUST0623,PROJ004,2017-11-14,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0430,CUST0625,PROJ005,2019-04-30,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0431,CUST0626,PROJ004,2018-02-02,2,Significant delay in handover. The final product feels rushed.
FDBK0432,CUST0627,PROJ004,2017-07-28,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0433,CUST0630,PROJ004,2018-03-29,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0434,CUST0631,PROJ004,2017-10-15,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0435,CUST0632,PROJ005,2019-11-19,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0436,CUST0633,PROJ005,2019-02-23,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0437,CUST0634,PROJ005,2019-11-30,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0438,CUST0637,PROJ004,2018-04-23,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0439,CUST0638,PROJ004,2017-10-27,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0440,CUST0639,PROJ005,2019-06-04,5,Excellent construction quality and timely delivery. Very happy!
FDBK0441,CUST0640,PROJ004,2017-10-16,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0442,CUST0641,PROJ005,2019-05-26,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0443,CUST0642,PROJ006,2020-09-30,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0444,CUST0643,PROJ006,2021-01-31,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0445,CUST0644,PROJ004,2017-09-25,2,Significant delay in handover. The final product feels rushed.
FDBK0446,CUST0646,PROJ006,2021-05-13,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0447,CUST0648,PROJ004,2017-08-21,2,Significant delay in handover. The final product feels rushed.
FDBK0448,CUST0649,PROJ004,2018-04-14,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0449,CUST0650,PROJ006,2020-11-26,2,Significant delay in handover. The final product feels rushed.
FDBK0450,CUST0653,PROJ006,2020-10-20,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0451,CUST0655,PROJ005,2019-11-21,2,Significant delay in handover. The final product feels rushed.
FDBK0452,CUST0656,PROJ006,2021-06-17,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0453,CUST0659,PROJ006,2021-02-23,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0454,CUST0660,PROJ006,2020-09-16,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0455,CUST0661,PROJ004,2018-04-20,5,Excellent construction quality and timely delivery. Very happy!
FDBK0456,CUST0662,PROJ006,2020-12-19,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0457,CUST0663,PROJ004,2017-08-24,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0458,CUST0664,PROJ005,2019-06-16,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0459,CUST0666,PROJ005,2019-07-05,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0460,CUST0667,PROJ005,2019-01-29,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0461,CUST0668,PROJ006,2020-10-30,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0462,CUST0669,PROJ005,2019-07-27,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0463,CUST0670,PROJ005,2019-06-25,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0464,CUST0672,PROJ004,2017-07-05,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0465,CUST0673,PROJ006,2021-06-11,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0466,CUST0674,PROJ006,2021-02-11,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0467,CUST0675,PROJ006,2021-05-19,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0468,CUST0676,PROJ006,2021-03-26,5,Excellent construction quality and timely delivery. Very happy!
FDBK0469,CUST0677,PROJ006,2021-02-16,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0470,CUST0678,PROJ006,2021-03-07,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0471,CUST0680,PROJ006,2021-07-09,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0472,CUST0684,PROJ006,2020-11-17,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0473,CUST0685,PROJ005,2019-04-12,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0474,CUST0686,PROJ006,2020-09-02,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0475,CUST0688,PROJ005,2019-07-04,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0476,CUST0690,PROJ006,2021-02-08,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0477,CUST0691,PROJ006,2020-11-21,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0478,CUST0692,PROJ006,2021-07-02,5,Excellent construction quality and timely delivery. Very happy!
FDBK0479,CUST0693,PROJ006,2020-09-02,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0480,CUST0695,PROJ006,2021-06-28,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0481,CUST0696,PROJ005,2019-07-06,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0482,CUST0699,PROJ005,2019-01-22,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0483,CUST0701,PROJ005,2019-10-09,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0484,CUST0702,PROJ006,2021-03-07,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0485,CUST0703,PROJ006,2021-04-06,5,Excellent construction quality and timely delivery. Very happy!
FDBK0486,CUST0707,PROJ005,2019-04-30,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0487,CUST0708,PROJ005,2019-10-05,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0488,CUST0710,PROJ006,2021-07-01,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0489,CUST0711,PROJ005,2019-01-26,2,Significant delay in handover. The final product feels rushed.
FDBK0490,CUST0713,PROJ006,2020-09-17,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0491,CUST0715,PROJ005,2019-09-04,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0492,CUST0716,PROJ006,2021-03-19,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0493,CUST0717,PROJ006,2021-05-28,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0494,CUST0719,PROJ005,2019-08-23,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0495,CUST0720,PROJ005,2019-02-05,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0496,CUST0721,PROJ006,2021-07-02,5,Excellent construction quality and timely delivery. Very happy!
FDBK0497,CUST0722,PROJ006,2021-04-07,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0498,CUST0723,PROJ005,2019-03-13,2,Significant delay in handover. The final product feels rushed.
FDBK0499,CUST0724,PROJ005,2019-10-24,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0500,CUST0726,PROJ006,2021-04-03,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0501,CUST0727,PROJ005,2019-02-13,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0502,CUST0728,PROJ005,2019-03-19,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0503,CUST0729,PROJ006,2021-04-13,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0504,CUST0732,PROJ006,2021-04-16,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0505,CUST0733,PROJ005,2019-09-13,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0506,CUST0734,PROJ006,2020-11-05,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0507,CUST0735,PROJ005,2019-08-27,2,Significant delay in handover. The final product feels rushed.
FDBK0508,CUST0737,PROJ006,2020-12-29,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0509,CUST0738,PROJ006,2021-02-03,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0510,CUST0739,PROJ005,2019-07-30,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0511,CUST0740,PROJ006,2021-05-06,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0512,CUST0741,PROJ005,2019-08-25,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0513,CUST0743,PROJ006,2020-11-14,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0514,CUST0744,PROJ005,2019-07-15,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0515,CUST0745,PROJ006,2021-06-07,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0516,CUST0746,PROJ006,2020-10-12,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0517,CUST0747,PROJ005,2019-11-22,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0518,CUST0748,PROJ006,2020-12-29,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0519,CUST0749,PROJ006,2021-06-02,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0520,CUST0750,PROJ005,2019-03-06,2,Significant delay in handover. The final product feels rushed.
FDBK0521,CUST0751,PROJ006,2021-01-11,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0522,CUST0753,PROJ006,2020-11-21,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0523,CUST0755,PROJ006,2021-04-24,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0524,CUST0756,PROJ006,2021-04-19,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0525,CUST0757,PROJ006,2021-05-18,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0526,CUST0758,PROJ006,2021-07-07,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0527,CUST0759,PROJ006,2021-07-20,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0528,CUST0760,PROJ006,2020-12-19,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0529,CUST0761,PROJ005,2019-03-25,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0530,CUST0763,PROJ005,2019-10-27,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0531,CUST0764,PROJ006,2021-07-05,5,Excellent construction quality and timely delivery. Very happy!
FDBK0532,CUST0765,PROJ006,2021-03-06,2,Significant delay in handover. The final product feels rushed.
FDBK0533,CUST0766,PROJ006,2021-03-03,2,Build quality is not up to the mark. Facing issues with fittings.
